gene,species,species_code,transcript_id,protein_id,region_type,number,genomic_order,between_exons,start,end,absolute_start,absolute_end,strand,length,entropy_method,invalid_symbol_count,invalid_symbols,Htop,status,n,original_length,used_length,p_w_n,usable_for_analysis
PALB2,Homo sapiens,hs,NM_024675.3,NP_078951.2,intron,2,2,2-3,3288,3405,3288,3405,1,117,koslicki,0,,0.8548805028241611,ok,3,117,66,35,False
PALB2,Homo sapiens,hs,NM_024675.3,NP_078951.2,intron,3,3,3-4,3508,5023,3508,5023,1,1515,koslicki,0,,0.8988684686772166,ok,5,1515,1028,508,True
PALB2,Homo sapiens,hs,NM_024675.3,NP_078951.2,intron,4,4,4-5,6496,10888,6496,10888,1,4392,koslicki,0,,0.9104628699894629,ok,6,4392,4101,1945,True
PALB2,Homo sapiens,hs,NM_024675.3,NP_078951.2,intron,5,5,5-6,11718,12082,11718,12082,1,364,koslicki,0,,0.8764034069279067,ok,4,364,259,129,True
PALB2,Homo sapiens,hs,NM_024675.3,NP_078951.2,intron,6,6,6-7,12154,14960,12154,14960,1,2806,koslicki,0,,0.9129283016944967,ok,5,2806,1028,560,True
PALB2,Homo sapiens,hs,NM_024675.3,NP_078951.2,intron,7,7,7-8,15122,17263,15122,17263,1,2141,koslicki,0,,0.8948367231584677,ok,5,2141,1028,494,True
PALB2,Homo sapiens,hs,NM_024675.3,NP_078951.2,intron,8,8,8-9,17349,18227,17349,18227,1,878,koslicki,0,,0.8987280698600022,ok,4,878,259,146,True
PALB2,Homo sapiens,hs,NM_024675.3,NP_078951.2,intron,9,9,9-10,18389,19879,18389,19879,1,1490,koslicki,0,,0.9124121311829188,ok,5,1490,1028,558,True
PALB2,Homo sapiens,hs,NM_024675.3,NP_078951.2,intron,10,10,10-11,19996,27266,19996,27266,1,7270,koslicki,0,,0.919049731422259,ok,6,7270,4101,2089,True
PALB2,Homo sapiens,hs,NM_024675.3,NP_078951.2,intron,11,11,11-12,27354,33345,27354,33345,1,5991,koslicki,0,,0.9099673532169378,ok,6,5991,4101,1937,True
PALB2,Homo sapiens,hs,NM_024675.3,NP_078951.2,intron,12,12,12-13,33494,37688,33494,37688,1,4194,koslicki,0,,0.9174857181140091,ok,6,4194,4101,2062,True
PALB2,Pan troglodytes,pt,XM_063796860.1,XP_510877.4,exon,1,1,,0,201,1,202,1,201,koslicki,0,,0.8682422276048251,ok,3,201,66,37,False
PALB2,Pan troglodytes,pt,XM_063796860.1,XP_510877.4,exon,2,2,,2729,2863,2730,2864,1,134,koslicki,0,,0.8746545855739308,ok,3,134,66,38,False
PALB2,Pan troglodytes,pt,XM_063796860.1,XP_510877.4,exon,3,3,,3192,3252,3193,3253,1,60,koslicki,0,,0.75,ok,2,60,17,8,False
PALB2,Pan troglodytes,pt,XM_063796860.1,XP_510877.4,exon,4,4,,3369,3472,3370,3473,1,103,koslicki,0,,0.861654166907052,ok,3,103,66,36,False
PALB2,Pan troglodytes,pt,XM_063796860.1,XP_510877.4,exon,5,5,,4984,6457,4985,6458,1,1473,koslicki,0,,0.9016808287686553,ok,5,1473,1028,518,True
PALB2,Pan troglodytes,pt,XM_063796860.1,XP_510877.4,exon,6,6,,10826,11656,10827,11657,1,830,koslicki,0,,0.8898676340904385,ok,4,830,259,139,True
PALB2,Pan troglodytes,pt,XM_063796860.1,XP_510877.4,exon,7,7,,12020,12092,12021,12093,1,72,koslicki,0,,0.8869880158145604,ok,3,72,66,40,False
PALB2,Pan troglodytes,pt,XM_063796860.1,XP_510877.4,exon,8,8,,14570,14732,14571,14733,1,162,koslicki,0,,0.8809003698103748,ok,3,162,66,39,False
PALB2,Pan troglodytes,pt,XM_063796860.1,XP_510877.4,exon,9,9,,16865,16951,16866,16952,1,86,koslicki,0,,0.892925334103014,ok,3,86,66,41,False
PALB2,Pan troglodytes,pt,XM_063796860.1,XP_510877.4,exon,10,10,,17827,17989,17828,17990,1,162,koslicki,0,,0.8548805028241611,ok,3,162,66,35,False
PALB2,Pan troglodytes,pt,XM_063796860.1,XP_510877.4,exon,11,11,,19482,19599,19483,19600,1,117,koslicki,0,,0.8682422276048251,ok,3,117,66,37,False
PALB2,Pan troglodytes,pt,XM_063796860.1,XP_510877.4,exon,12,12,,26566,26654,26567,26655,1,88,koslicki,0,,0.8809003698103748,ok,3,88,66,39,False
PALB2,Pan troglodytes,pt,XM_063796860.1,XP_510877.4,exon,13,13,,32664,32813,32665,32814,1,149,koslicki,0,,0.8809003698103748,ok,3,149,66,39,False
PALB2,Pan troglodytes,pt,XM_063796860.1,XP_510877.4,exon,14,14,,37039,37547,37040,37548,1,508,koslicki,0,,0.9059909391804483,ok,4,508,259,152,True
PALB2,Pan troglodytes,pt,XM_063796860.1,XP_510877.4,intron,1,1,1-2,201,2729,202,2730,1,2528,koslicki,0,,0.9259743263690782,ok,5,2528,1028,613,True
PALB2,Pan troglodytes,pt,XM_063796860.1,XP_510877.4,intron,2,2,2-3,2863,3192,2864,3193,1,329,koslicki,0,,0.8949839170972986,ok,4,329,259,143,True
PALB2,Pan troglodytes,pt,XM_063796860.1,XP_510877.4,intron,3,3,3-4,3252,3369,3253,3370,1,117,koslicki,0,,0.8548805028241611,ok,3,117,66,35,False
PALB2,Pan troglodytes,pt,XM_063796860.1,XP_510877.4,intron,4,4,4-5,3472,4984,3473,4985,1,1512,koslicki,0,,0.9005624549193879,ok,5,1512,1028,514,True
PALB2,Pan troglodytes,pt,XM_063796860.1,XP_510877.4,intron,5,5,5-6,6457,10826,6458,10827,1,4369,koslicki,0,,0.9123639359653898,ok,6,4369,4101,1976,True
PALB2,Pan troglodytes,pt,XM_063796860.1,XP_510877.4,intron,6,6,6-7,11656,12020,11657,12021,1,364,koslicki,0,,0.8764034069279067,ok,4,364,259,129,True
PALB2,Pan troglodytes,pt,XM_063796860.1,XP_510877.4,intron,7,7,7-8,12092,14570,12093,14571,1,2478,koslicki,0,,0.9147204924942228,ok,5,2478,1028,567,True
PALB2,Pan troglodytes,pt,XM_063796860.1,XP_510877.4,intron,8,8,8-9,14732,16865,14733,16866,1,2133,koslicki,0,,0.8965784284662087,ok,5,2133,1028,500,True
PALB2,Pan troglodytes,pt,XM_063796860.1,XP_510877.4,intron,9,9,9-10,16951,17827,16952,17828,1,876,koslicki,0,,0.8987280698600022,ok,4,876,259,146,True
PALB2,Pan troglodytes,pt,XM_063796860.1,XP_510877.4,intron,10,10,10-11,17989,19482,17990,19483,1,1493,koslicki,0,,0.9147204924942228,ok,5,1493,1028,567,True
PALB2,Pan troglodytes,pt,XM_063796860.1,XP_510877.4,intron,11,11,11-12,19599,26566,19600,26567,1,6967,koslicki,0,,0.9187616301898758,ok,6,6967,4101,2084,True
PALB2,Pan troglodytes,pt,XM_063796860.1,XP_510877.4,intron,12,12,12-13,26654,32664,26655,32665,1,6010,koslicki,0,,0.9105864307266912,ok,6,6010,4101,1947,True
PALB2,Pan troglodytes,pt,XM_063796860.1,XP_510877.4,intron,13,13,13-14,32813,37039,32814,37040,1,4226,koslicki,0,,0.9171938398770779,ok,6,4226,4101,2057,True
PALB2,Mus musculus,mm,NM_001081238.2,NP_001074707.1,exon,1,1,,0,227,34,261,1,227,koslicki,0,,0.8682422276048251,ok,3,227,66,37,False
PALB2,Mus musculus,mm,NM_001081238.2,NP_001074707.1,exon,2,2,,3213,3273,3247,3307,1,60,koslicki,0,,0.7924812503605781,ok,2,60,17,9,False
PALB2,Mus musculus,mm,NM_001081238.2,NP_001074707.1,exon,3,3,,3930,4024,3964,4058,1,94,koslicki,0,,0.8407323532264089,ok,3,94,66,33,False
PALB2,Mus musculus,mm,NM_001081238.2,NP_001074707.1,exon,4,4,,4503,5898,4537,5932,1,1395,koslicki,0,,0.9162391328756906,ok,5,1395,1028,573,True
PALB2,Mus musculus,mm,NM_001081238.2,NP_001074707.1,exon,5,5,,8019,8690,8053,8724,1,671,koslicki,0,,0.884601949631354,ok,4,671,259,135,True
PALB2,Mus musculus,mm,NM_001081238.2,NP_001074707.1,exon,6,6,,9238,9310,9272,9344,1,72,koslicki,0,,0.8987195704631268,ok,3,72,66,42,False
PALB2,Mus musculus,mm,NM_001081238.2,NP_001074707.1,exon,7,7,,11731,11893,11765,11927,1,162,koslicki,0,,0.8682422276048251,ok,3,162,66,37,False
PALB2,Mus musculus,mm,NM_001081238.2,NP_001074707.1,exon,8,8,,15591,15677,15625,15711,1,86,koslicki,0,,0.8746545855739308,ok,3,86,66,38,False
PALB2,Mus musculus,mm,NM_001081238.2,NP_001074707.1,exon,9,9,,18476,18638,18510,18672,1,162,koslicki,0,,0.8869880158145604,ok,3,162,66,40,False
PALB2,Mus musculus,mm,NM_001081238.2,NP_001074707.1,exon,10,10,,19580,19697,19614,19731,1,117,koslicki,0,,0.8407323532264089,ok,3,117,66,33,False
PALB2,Mus musculus,mm,NM_001081238.2,NP_001074707.1,exon,11,11,,20914,21002,20948,21036,1,88,koslicki,0,,0.9043774591170163,ok,3,88,66,43,False
PALB2,Mus musculus,mm,NM_001081238.2,NP_001074707.1,exon,12,12,,22116,22265,22150,22299,1,149,koslicki,0,,0.8479104735417233,ok,3,149,66,34,False
PALB2,Mus musculus,mm,NM_001081238.2,NP_001074707.1,exon,13,13,,25218,25685,25252,25719,1,467,koslicki,0,,0.8999590431045456,ok,4,467,259,147,True
PALB2,Mus musculus,mm,NM_001081238.2,NP_001074707.1,intron,1,1,1-2,227,3213,261,3247,1,2986,koslicki,0,,0.9121533517340031,ok,5,2986,1028,557,True
PALB2,Mus musculus,mm,NM_001081238.2,NP_001074707.1,intron,2,2,2-3,3273,3930,3307,3964,1,657,koslicki,0,,0.8987280698600022,ok,4,657,259,146,True
PALB2,Mus musculus,mm,NM_001081238.2,NP_001074707.1,intron,3,3,3-4,4024,4503,4058,4537,1,479,koslicki,0,,0.870723035582761,ok,4,479,259,125,True
PALB2,Mus musculus,mm,NM_001081238.2,NP_001074707.1,intron,4,4,4-5,5898,8019,5932,8053,1,2121,koslicki,0,,0.9194756854422247,ok,5,2121,1028,586,True
PALB2,Mus musculus,mm,NM_001081238.2,NP_001074707.1,intron,5,5,5-6,8690,9238,8724,9272,1,548,koslicki,0,,0.8898676340904385,ok,4,548,259,139,True
PALB2,Mus musculus,mm,NM_001081238.2,NP_001074707.1,intron,6,6,6-7,9310,11731,9344,11765,1,2421,koslicki,0,,0.9162391328756906,ok,5,2421,1028,573,True
PALB2,Mus musculus,mm,NM_001081238.2,NP_001074707.1,intron,7,7,7-8,11893,15591,11927,15625,1,3698,koslicki,0,,0.9139551352398794,ok,5,3698,1028,564,True
PALB2,Mus musculus,mm,NM_001081238.2,NP_001074707.1,intron,8,8,8-9,15677,18476,15711,18510,1,2799,koslicki,0,,0.9055282435501191,ok,5,2799,1028,532,True
PALB2,Mus musculus,mm,NM_001081238.2,NP_001074707.1,intron,9,9,9-10,18638,19580,18672,19614,1,942,koslicki,0,,0.8987280698600022,ok,4,942,259,146,True
PALB2,Mus musculus,mm,NM_001081238.2,NP_001074707.1,intron,10,10,10-11,19697,20914,19731,20948,1,1217,koslicki,0,,0.9187352073200497,ok,5,1217,1028,583,True
PALB2,Mus musculus,mm,NM_001081238.2,NP_001074707.1,intron,11,11,11-12,21002,22116,21036,22150,1,1114,koslicki,0,,0.9142107057302551,ok,5,1114,1028,565,True
PALB2,Mus musculus,mm,NM_001081238.2,NP_001074707.1,intron,12,12,12-13,22265,25218,22299,25252,1,2953,koslicki,0,,0.9047123912114026,ok,5,2953,1028,529,True
BARD1,Homo sapiens,hs,NM_000465.4,NP_000456.2,exon,1,1,,0,272,0,272,1,272,koslicki,0,,0.870723035582761,ok,4,272,259,125,True
BARD1,Homo sapiens,hs,NM_000465.4,NP_000456.2,exon,2,2,,12566,12623,12566,12623,1,57,koslicki,0,,0.8648579046593244,ok,2,57,17,11,False
BARD1,Homo sapiens,hs,NM_000465.4,NP_000456.2,exon,3,3,,17238,17387,17238,17387,1,149,koslicki,0,,0.892925334103014,ok,3,149,66,41,False
BARD1,Homo sapiens,hs,NM_000465.4,NP_000456.2,exon,4,4,,28174,29124,28174,29124,1,950,koslicki,0,,0.8735855858465208,ok,4,950,259,127,True
BARD1,Homo sapiens,hs,NM_000465.4,NP_000456.2,exon,5,5,,40371,40452,40371,40452,1,81,koslicki,0,,0.8746545855739308,ok,3,81,66,38,False
BARD1,Homo sapiens,hs,NM_000465.4,NP_000456.2,exon,6,6,,42029,42202,42029,42202,1,173,koslicki,0,,0.8746545855739308,ok,3,173,66,38,False
BARD1,Homo sapiens,hs,NM_000465.4,NP_000456.2,exon,7,7,,57128,57237,57128,57237,1,109,koslicki,0,,0.8746545855739308,ok,3,109,66,38,False
BARD1,Homo sapiens,hs,NM_000465.4,NP_000456.2,exon,8,8,,63829,63962,63829,63962,1,133,koslicki,0,,0.892925334103014,ok,3,133,66,41,False
BARD1,Homo sapiens,hs,NM_000465.4,NP_000456.2,exon,9,9,,64524,64617,64524,64617,1,93,koslicki,0,,0.8682422276048251,ok,3,93,66,37,False
BARD1,Homo sapiens,hs,NM_000465.4,NP_000456.2,exon,10,10,,79175,79273,79175,79273,1,98,koslicki,0,,0.8479104735417233,ok,3,98,66,34,False
BARD1,Homo sapiens,hs,NM_000465.4,NP_000456.2,exon,11,11,,80675,84038,80675,84038,1,3363,koslicki,0,,0.9121533517340031,ok,5,3363,1028,557,True
BARD1,Homo sapiens,hs,NM_000465.4,NP_000456.2,intron,1,1,1-2,272,12566,272,12566,1,12294,koslicki,0,,0.9253832294636974,ok,6,12294,4101,2202,True
BARD1,Homo sapiens,hs,NM_000465.4,NP_000456.2,intron,2,2,2-3,12623,17238,12623,17238,1,4615,koslicki,0,,0.9193945440488928,ok,6,4615,4101,2095,True
BARD1,Homo sapiens,hs,NM_000465.4,NP_000456.2,intron,3,3,3-4,17387,28174,17387,28174,1,10787,koslicki,0,,0.9181833482344355,ok,6,10787,4101,2074,True
BARD1,Homo sapiens,hs,NM_000465.4,NP_000456.2,intron,4,4,4-5,29124,40371,29124,40371,1,11247,koslicki,0,,0.9253286191576299,ok,6,11247,4101,2201,True
BARD1,Homo sapiens,hs,NM_000465.4,NP_000456.2,intron,5,5,5-6,40452,42029,40452,42029,1,1577,koslicki,0,,0.9079484783826816,ok,5,1577,1028,541,True
BARD1,Homo sapiens,hs,NM_000465.4,NP_000456.2,intron,6,6,6-7,42202,57128,42202,57128,1,14926,koslicki,0,,0.9207639893643477,ok,6,14926,4101,2119,True
BARD1,Homo sapiens,hs,NM_000465.4,NP_000456.2,intron,7,7,7-8,57237,63829,57237,63829,1,6592,koslicki,0,,0.9209340784095638,ok,6,6592,4101,2122,True
BARD1,Homo sapiens,hs,NM_000465.4,NP_000456.2,intron,8,8,8-9,63962,64524,63962,64524,1,562,koslicki,0,,0.8819103044376487,ok,4,562,259,133,True
BARD1,Homo sapiens,hs,NM_000465.4,NP_000456.2,intron,9,9,9-10,64617,79175,64617,79175,1,14558,koslicki,0,,0.9162550389193932,ok,6,14558,4101,2041,True
BARD1,Homo sapiens,hs,NM_000465.4,NP_000456.2,intron,10,10,10-11,79273,80675,79273,80675,1,1402,koslicki,0,,0.9074141462752505,ok,5,1402,1028,539,True
BARD1,Pan troglodytes,pt,XM_526019.7,XP_526019.3,exon,1,1,,0,497,0,497,1,497,koslicki,0,,0.8476699641905825,ok,4,497,259,110,True
BARD1,Pan troglodytes,pt,XM_526019.7,XP_526019.3,exon,2,2,,12822,12879,12822,12879,1,57,koslicki,0,,0.8648579046593244,ok,2,57,17,11,False
BARD1,Pan troglodytes,pt,XM_526019.7,XP_526019.3,exon,3,3,,17503,17652,17503,17652,1,149,koslicki,0,,0.892925334103014,ok,3,149,66,41,False
BARD1,Pan troglodytes,pt,XM_526019.7,XP_526019.3,exon,4,4,,28419,29369,28419,29369,1,950,koslicki,0,,0.8735855858465208,ok,4,950,259,127,True
BARD1,Pan troglodytes,pt,XM_526019.7,XP_526019.3,exon,5,5,,40645,40726,40645,40726,1,81,koslicki,0,,0.8746545855739308,ok,3,81,66,38,False
BARD1,Pan troglodytes,pt,XM_526019.7,XP_526019.3,exon,6,6,,42306,42479,42306,42479,1,173,koslicki,0,,0.8746545855739308,ok,3,173,66,38,False
BARD1,Pan troglodytes,pt,XM_526019.7,XP_526019.3,exon,7,7,,57434,57543,57434,57543,1,109,koslicki,0,,0.8869880158145604,ok,3,109,66,40,False
BARD1,Pan troglodytes,pt,XM_526019.7,XP_526019.3,exon,8,8,,64110,64243,64110,64243,1,133,koslicki,0,,0.892925334103014,ok,3,133,66,41,False
BARD1,Pan troglodytes,pt,XM_526019.7,XP_526019.3,exon,9,9,,64809,64902,64809,64902,1,93,koslicki,0,,0.8682422276048251,ok,3,93,66,37,False
BARD1,Pan troglodytes,pt,XM_526019.7,XP_526019.3,exon,10,10,,79352,79450,79352,79450,1,98,koslicki,0,,0.8479104735417233,ok,3,98,66,34,False
BARD1,Pan troglodytes,pt,XM_526019.7,XP_526019.3,exon,11,11,,80852,84218,80852,84218,1,3366,koslicki,0,,0.9105908508571158,ok,5,3366,1028,551,True
BARD1,Pan troglodytes,pt,XM_526019.7,XP_526019.3,intron,1,1,1-2,497,12822,497,12822,1,12325,koslicki,0,,0.9258192211898995,ok,6,12325,4101,2210,True
BARD1,Pan troglodytes,pt,XM_526019.7,XP_526019.3,intron,2,2,2-3,12879,17503,12879,17503,1,4624,koslicki,0,,0.9197955794968483,ok,6,4624,4101,2102,True
BARD1,Pan troglodytes,pt,XM_526019.7,XP_526019.3,intron,3,3,3-4,17652,28419,17652,28419,1,10767,koslicki,0,,0.9176022712852712,ok,6,10767,4101,2064,True
BARD1,Pan troglodytes,pt,XM_526019.7,XP_526019.3,intron,4,4,4-5,29369,40645,29369,40645,1,11276,koslicki,0,,0.9237893715984402,ok,6,11276,4101,2173,True
BARD1,Pan troglodytes,pt,XM_526019.7,XP_526019.3,intron,5,5,5-6,40726,42306,40726,42306,1,1580,koslicki,0,,0.9084808387804362,ok,5,1580,1028,543,True
BARD1,Pan troglodytes,pt,XM_526019.7,XP_526019.3,intron,6,6,6-7,42479,57434,42479,57434,1,14955,koslicki,0,,0.9218933972637537,ok,6,14955,4101,2139,True
BARD1,Pan troglodytes,pt,XM_526019.7,XP_526019.3,intron,7,7,7-8,57543,64110,57543,64110,1,6567,koslicki,0,,0.9230122940018756,ok,6,6567,4101,2159,True
BARD1,Pan troglodytes,pt,XM_526019.7,XP_526019.3,intron,8,8,8-9,64243,64809,64243,64809,1,566,koslicki,0,,0.8819103044376487,ok,4,566,259,133,True
BARD1,Pan troglodytes,pt,XM_526019.7,XP_526019.3,intron,9,9,9-10,64902,79352,64902,79352,1,14450,koslicki,0,,0.9166079489186175,ok,6,14450,4101,2047,True
BARD1,Pan troglodytes,pt,XM_526019.7,XP_526019.3,intron,10,10,10-11,79450,80852,79450,80852,1,1402,koslicki,0,,0.9052568050804155,ok,5,1402,1028,531,True
BARD1,Mus musculus,mm,NM_007525.3,NP_031551.1,exon,1,1,,0,305,169,474,1,305,koslicki,0,,0.8962406251802891,ok,4,305,259,144,True
BARD1,Mus musculus,mm,NM_007525.3,NP_031551.1,exon,2,2,,13445,13502,13614,13671,1,57,koslicki,0,,0.8648579046593244,ok,2,57,17,11,False
BARD1,Mus musculus,mm,NM_007525.3,NP_031551.1,exon,3,3,,14721,14864,14890,15033,1,143,koslicki,0,,0.892925334103014,ok,3,143,66,41,False
BARD1,Mus musculus,mm,NM_007525.3,NP_031551.1,exon,4,4,,27492,28430,27661,28599,1,938,koslicki,0,,0.9011816707036187,ok,4,938,259,148,True
BARD1,Mus musculus,mm,NM_007525.3,NP_031551.1,exon,5,5,,35784,35865,35953,36034,1,81,koslicki,0,,0.8746545855739308,ok,3,81,66,38,False
BARD1,Mus musculus,mm,NM_007525.3,NP_031551.1,exon,6,6,,37321,37494,37490,37663,1,173,koslicki,0,,0.8682422276048251,ok,3,173,66,37,False
BARD1,Mus musculus,mm,NM_007525.3,NP_031551.1,exon,7,7,,49251,49360,49420,49529,1,109,koslicki,0,,0.8809003698103748,ok,3,109,66,39,False
BARD1,Mus musculus,mm,NM_007525.3,NP_031551.1,exon,8,8,,55200,55333,55369,55502,1,133,koslicki,0,,0.8869880158145604,ok,3,133,66,40,False
BARD1,Mus musculus,mm,NM_007525.3,NP_031551.1,exon,9,9,,56202,56295,56371,56464,1,93,koslicki,0,,0.8869880158145604,ok,3,93,66,40,False
BARD1,Mus musculus,mm,NM_007525.3,NP_031551.1,exon,10,10,,71516,71614,71685,71783,1,98,koslicki,0,,0.8479104735417233,ok,3,98,66,34,False
BARD1,Mus musculus,mm,NM_007525.3,NP_031551.1,exon,11,11,,72120,75438,72289,75607,1,3318,koslicki,0,,0.9209453365628949,ok,5,3318,1028,592,True
BARD1,Mus musculus,mm,NM_007525.3,NP_031551.1,intron,1,1,1-2,305,13445,474,13614,1,13140,koslicki,0,,0.9276547467173994,ok,6,13140,4101,2244,True
BARD1,Mus musculus,mm,NM_007525.3,NP_031551.1,intron,2,2,2-3,13502,14721,13671,14890,1,1219,koslicki,0,,0.9121533517340031,ok,5,1219,1028,557,True
BARD1,Mus musculus,mm,NM_007525.3,NP_031551.1,intron,3,3,3-4,14864,27492,15033,27661,1,12628,koslicki,0,,0.915071133864978,ok,6,12628,4101,2021,True
BARD1,Mus musculus,mm,NM_007525.3,NP_031551.1,intron,4,4,4-5,28430,35784,28599,35953,1,7354,koslicki,0,,0.9229565957906681,ok,6,7354,4101,2158,True
BARD1,Mus musculus,mm,NM_007525.3,NP_031551.1,intron,5,5,5-6,35865,37321,36034,37490,1,1456,koslicki,0,,0.9164906926675689,ok,5,1456,1028,574,True
BARD1,Mus musculus,mm,NM_007525.3,NP_031551.1,intron,6,6,6-7,37494,49251,37663,49420,1,11757,koslicki,0,,0.9210473375670128,ok,6,11757,4101,2124,True
BARD1,Mus musculus,mm,NM_007525.3,NP_031551.1,intron,7,7,7-8,49360,55200,49529,55369,1,5840,koslicki,0,,0.9243964284099877,ok,6,5840,4101,2184,True
BARD1,Mus musculus,mm,NM_007525.3,NP_031551.1,intron,8,8,8-9,55333,56202,55502,56371,1,869,koslicki,0,,0.8268387305144012,ok,4,869,259,98,True
BARD1,Mus musculus,mm,NM_007525.3,NP_031551.1,intron,9,9,9-10,56295,71516,56464,71685,1,15221,koslicki,0,,0.9192797163546423,ok,6,15221,4101,2093,True
BARD1,Mus musculus,mm,NM_007525.3,NP_031551.1,intron,10,10,10-11,71614,72120,71783,72289,1,506,koslicki,0,,0.8987280698600022,ok,4,506,259,146,True
